Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Armchair (each) (product.metafields.custom.dim_armchair),ASIN code (product.metafields.custom.dim_asin_code),Assembly (product.metafields.custom.dim_assembly),Colour (product.metafields.custom.dim_colour),Cushion fill (product.metafields.custom.dim_cushion_fill),Folding (product.metafields.custom.dim_folding),Frame (product.metafields.custom.dim_frame),Item weight (product.metafields.custom.dim_item_weight),Leg length (product.metafields.custom.dim_leg_length),Number of cabinets (product.metafields.custom.dim_number_of_cabinets),Number of drawers (product.metafields.custom.dim_number_of_drawers),Number of shelves (product.metafields.custom.dim_number_of_shelves),Panels (product.metafields.custom.dim_panels),Primary material (product.metafields.custom.dim_primary_material),Product dimension (product.metafields.custom.dim_product_dimension),Seating capacity (product.metafields.custom.dim_seating_capacity),Seat depth (product.metafields.custom.dim_seat_depth),Seat height (product.metafields.custom.dim_seat_height),Style (product.metafields.custom.dim_style),Three-seater (product.metafields.custom.dim_three_seater),Type (product.metafields.custom.dim_type),Weight capacity (product.metafields.custom.dim_weight_capacity),Weight limit (product.metafields.custom.dim_weight_limit),Short Description (product.metafields.custom.short_description),Product rating count (product.metafields.reviews.rating_count),Backrest type (product.metafields.shopify.backrest-type),Backrest upholstery color (product.metafields.shopify.backrest-upholstery-color),Color (product.metafields.shopify.color-pattern),Frame color (product.metafields.shopify.frame-color),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Seat type (product.metafields.shopify.seat-type),Seat upholstery color (product.metafields.shopify.seat-upholstery-color),Suitable location (product.metafields.shopify.suitable-location),Tabletop color (product.metafields.shopify.tabletop-color),Upholstery color (product.metafields.shopify.upholstery-color),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
solid-sheesham-wood-three-seater-sofa-walnut-finish-with-cushions,Solid Sheesham Wood Three Seater Sofa – Walnut Finish with Cushions,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Dimensions: Length 74 Inch x Width 31 Inch x Height 36 Inch </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Material: Sheesham Wood, Colour: Dark Walnut, Style: Contemporary, Seating Capacity: 3 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Product Requires Basic Self Assembly At Customers End And Comes With Self Assembly Instructions Along With Necessary Accessories. Also can book a Free of Cost Assembly service by using the link </span></li>
</ul>",Dew's Furniture,Furniture > Sofas,"","3 Seater Sofa, Living room, Sheesham wood, Sofa, walnut",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,17999.00,24421.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Lifestyle-View-5.png?v=1789188117,1,"",false,,,,B08L1C2FMH,,Walnut Finish,,,, 40 kg , 25 Inches ,,,,, Sheesham Wood, 76D x 182W x 55H Centimeters , 3 , 76 Centimeters , 55 Centimetres ,Modern,, Sofa Bed ,, 100 Kilograms ," Product Dimensions: Length 74 Inch x Width 31 Inch x Height 36 Inch Product Material: Sheesham Wood, Colour: Dark Walnut, Style: Contemporary, Seating Capacity: 3 Seater Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. ",,,,walnut,,wood,,upholstered,,,,,,,,,,,kg,,,active
solid-sheesham-wood-three-seater-sofa-walnut-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/51HBVcRPOBL._SL1092.jpg?v=1789188149,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-walnut-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61h4k7GgkyL._SL1500.jpg?v=1789188168,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-walnut-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61VNkMX3QoL._SL1500.jpg?v=1789188188,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-honey-finish-with-cushions,Solid Sheesham Wood Three Seater Sofa – Honey Finish with Cushions,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Dimensions: Length (72 Inch) x Width (31 Inch) x Height (31 Inch); Product Material: Sheesham Wood, Colour: Honey Finish, Style: Contemporary, Seating Capacity: 3 Seater</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> This is the good quality Sofa Over 30 tests conducted to ensure the quality.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> This wooden 3 seater sofa is a great addition to your living space which adds a touch of elegance to your modern decor theme. Sofa for Living Room Furniture is perfect as sofa for home, home sofa set for living room, bedroom sofa, office sofa.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Item Shape: Rectangular; Item Weight: 50.0; Form Factor: Loveseat; Seating Capacity: 3.0; Care Instructions: Wipe Clean With Dry Cloth; Special Features: Space Saving; Arm Style: Padded </span></li>
</ul>",Dew's Furniture,Furniture > Sofas,"","3 Seater Sofa, Honey, Living room, Sheesham wood, Sofa",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,17999.00,28749.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Lifestyle-View-6.png?v=1789189037,1,"",false,,,,B08L1CQSV8,,Honey Finish,,,, 50 kg , 31 Inches ,,,,, Sheesham Wood , 78.7D x 182.9W x 78.7H Centimeters , 3 , 78.7 Centimeters , 78.7 Centimetres ,Modern,, Standard ,, 70 Kilograms ,"Product Dimensions: Length (72 Inch) x Width (31 Inch) x Height (31 Inch); Product Material: Sheesham Wood, Colour: Honey Finish, Style: Contemporary, Seating Capacity: 3 Seater",,,,honey,,wood,,,gray,,,,,,,,,,kg,,,active
solid-sheesham-wood-three-seater-sofa-honey-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71SMmd5MiHL._SL1500.jpg?v=1789189072,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-honey-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61q_H-N9c3L._SL1500.jpg?v=1789189087,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-honey-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71dEKv5yYCL._SL1500.jpg?v=1789189115,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-honey-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71z4nxad62L._SL1500.jpg?v=1789189139,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-honey-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/713K3hEbbvL._SL1500.jpg?v=1789189168,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-dark-brown-finish-with-cushions,Solid Sheesham Wood Three Seater Sofa – Dark Brown Finish with Cushions,"<ul>
<li class=""a-spacing-mini""><span class=""a-list-item""> Inner Dimensions: 3 Seater : Length 63 inch x Depth 24 inch, Outer Dimensions (When assembled): 3 Seater : Length 71 inch x Depth 30 inch, Seating Height : 16 inch </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Material: Sheesham Wood, Colour: Natural Brown Finish, Style: Contemporary, Seating Capacity: 3 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> 12 Month Warranty Against Any Manufacturing Defects </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Product Requires Basic Self Assembly At Customers End And Comes With Self Assembly Instructions Along With Necessary Accessories. </span></li>
</ul>",Dew's Furniture,Furniture > Sofas,"","3 Seater Sofa, brown, Living room, Natural, Sheesham wood, Sofa",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,14999.00,22148.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/81hfv08d1VL._SL1500.jpg?v=1789190269,1,"",false,,,,B08L1F641X,,Natural Brown Finish,,,, 75 kg , 55 Centimetres ,,,,,Sheesham Wood, 76D x 182W x 55H Centimeters , 3 , 76 Centimeters , 16 Inches ,Modern,, Standard ,, 80 Kilograms ,"Inner Dimensions: 3 Seater : Length 63 inch x Depth 24 inch, Outer Dimensions (When assembled): 3 Seater : Length 71 inch x Depth 30 inch, Seating Height : 16 inch ",,,,natural-brown,,wood,,upholstered,cream,,,,,,,,,,kg,,,active
solid-sheesham-wood-three-seater-sofa-dark-brown-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/51acuM0Z2cL._SL1500.jpg?v=1789190267,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-dark-brown-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/615xWggBQjL._SL1500.jpg?v=1789190271,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-three-seater-sofa-walnut-black-finish-with-cushions,Solid Sheesham Wood Three Seater Sofa – Walnut Black Finish with Cushions,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Inner Dimensions: 3 Seater : Length 63 inch x Depth 24 inch, Outer Dimensions (When assembled): 3 Seater : Length 71 inch x Depth 30 inch, Seating Height : 16 inch </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Material: Sheesham Wood, Colour: Walnut Black Finish, Style: Contemporary, Seating Capacity: 3 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> sofa set | wooden sofa set furniture | wooden sofa | sofa set 3 seater | wooden sofa set | 3 seater sofa set | sofa 3 seater | sofa set for living room low price | wooden sofa set furniture 3 seater | sofa 3 seater living room | sofa set living room | sofa set living room furniture | sheesham wood sofa set | sofa set 3 | three seater sofa set </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Product Requires Basic Self Assembly At Customers End And Comes With Self Assembly Instructions Along With Necessary Accessories. Also can book a Free of Cost Assembly service by using the link </span></li>
</ul>",Dew's Furniture,Furniture > Sofas,"","3 Seater Sofa, Living room, Sheesham wood, Sofa, walnut",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,16129.00,21978.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Lifestyle-View-7.png?v=1789191639,1,"",false,,,,B08L1CGZ3S,, Walnut Finish ,,,, 80 kg ,,,,,,Sheesham Wood, 76D x 182W x 55H Centimeters , 3 , 61 Centimeters , 16 Inches , Modern ,, Standard ,,," Inner Dimensions: 3 Seater : Length 63 inch x Depth 24 inch, Outer Dimensions (When assembled): 3 Seater : Length 71 inch x Depth 30 inch, Seating Height : 16 inch Product Material: Sheesham Wood, Colour: Walnut Black Finish, Style: Contemporary, Seating Capacity: 3 Seater ",,,,walnut,,wood,,upholstered,clear,,,,,,,,,,kg,,,active
solid-sheesham-wood-three-seater-sofa-walnut-black-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61TjdDFYTCL._SL1500.jpg?v=1789190988,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
