Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Armchair (each) (product.metafields.custom.dim_armchair),ASIN code (product.metafields.custom.dim_asin_code),Assembly (product.metafields.custom.dim_assembly),Colour (product.metafields.custom.dim_colour),Cushion fill (product.metafields.custom.dim_cushion_fill),Folding (product.metafields.custom.dim_folding),Frame (product.metafields.custom.dim_frame),Item weight (product.metafields.custom.dim_item_weight),Leg length (product.metafields.custom.dim_leg_length),Number of cabinets (product.metafields.custom.dim_number_of_cabinets),Number of drawers (product.metafields.custom.dim_number_of_drawers),Number of shelves (product.metafields.custom.dim_number_of_shelves),Panels (product.metafields.custom.dim_panels),Primary material (product.metafields.custom.dim_primary_material),Product dimension (product.metafields.custom.dim_product_dimension),Seating capacity (product.metafields.custom.dim_seating_capacity),Seat depth (product.metafields.custom.dim_seat_depth),Seat height (product.metafields.custom.dim_seat_height),Style (product.metafields.custom.dim_style),Three-seater (product.metafields.custom.dim_three_seater),Type (product.metafields.custom.dim_type),Weight capacity (product.metafields.custom.dim_weight_capacity),Weight limit (product.metafields.custom.dim_weight_limit),Short Description (product.metafields.custom.short_description),Product rating count (product.metafields.reviews.rating_count),Backrest type (product.metafields.shopify.backrest-type),Backrest upholstery color (product.metafields.shopify.backrest-upholstery-color),Color (product.metafields.shopify.color-pattern),Frame color (product.metafields.shopify.frame-color),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Seat type (product.metafields.shopify.seat-type),Seat upholstery color (product.metafields.shopify.seat-upholstery-color),Suitable location (product.metafields.shopify.suitable-location),Tabletop color (product.metafields.shopify.tabletop-color),Upholstery color (product.metafields.shopify.upholstery-color),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sheesham-wood-one-seater-sofa-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61OM-scpEQL._SL1500.jpg?v=1789122028,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-one-seater-sofa-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61pLuYwARyL._SL1500.jpg?v=1789121955,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-one-seater-sofa-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61IIshjERPL._SL1500.jpg?v=1789121959,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-one-seater-sofa-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71R8Zmm5zfL._SL1500_fd9521ab-d0e4-4995-9697-d46dd2723fb6.jpg?v=1789121971,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-one-seater-sofa-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/DimensionView-2_f50b73fd-971e-4e21-817e-55da1d9b7bc3.png?v=1789312675,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-single-seater-sofa-mahogany,Sheesham Wood Single Seater Sofa – Mahogany Finish,"<h2 class=""a-size-base-plus a-text-bold"">About this item</h2>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Inner Dimensions: Single Seater : Length 21 inch x Depth 24 inch, Outer Dimensions (When assembled): Single Seater : Length 29 inch x Depth 30 inch, Seating Height : 16 inch </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Material: Sheesham Wood, Colour: Mahogany Finish, Style: Contemporary, Seating Capacity: 1 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Product Requires Basic Self Assembly At Customers End And Comes With Self Assembly Instructions Along With Necessary Accessories. Also can book a Free of Cost Assembly service by using the link </span></li>
</ul>",Dew's Furniture,"Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Armchairs","","1 Seater Sofa, Living room, Sofa",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,8499.00,13192.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/LifestyleView.jpg?v=1789124150,1,"",false,,,,B08L1DF1H2,,Mahogany Finish,,,, 94 kg ,,,,,,Sheesham Wood, 73D x 76W x 88H Centimeters , 1.00 , 61 Centimeters , 16 Inches ,Modern,, Loveseat ,,,"Inner Dimensions: Single Seater : Length 21 inch x Depth 24 inch, Outer Dimensions (When assembled): Single Seater : Length 29 inch x Depth 30 inch, Seating Height : 16 inch ",,,,brown; mahogany,,,,upholstered-padded,,,,,,,,,,,kg,,,active
sheesham-wood-single-seater-sofa-mahogany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61FSNHXsS-L._SL1500.jpg?v=1789124020,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-single-seater-sofa-mahogany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61DD7itonvL._SL1473.jpg?v=1789123945,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-single-seater-sofa-mahogany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71VqHQ8-_JL._SL1500.jpg?v=1789123971,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-single-seater-sofa-natural-brown,Sheesham Wood Single Seater Sofa – Natural Brown,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Inner Dimensions: Single Seater : Length 21 inch x Depth 24 inch, Outer Dimensions (When assembled): Single Seater : Length 29 inch x Depth 30 inch, Seating Height : 16 inch </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Material: Sheesham Wood, Colour: Natural Brown Finish, Style: Contemporary, Seating Capacity: 1 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> 12 Month Warranty Against Any Manufacturing Defects </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Product Requires Basic Self Assembly At Customers End And Comes With Self Assembly Instructions Along With Necessary Accessories. </span></li>
</ul>",Dew's Furniture,"Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Armchairs","","1 Seater Sofa, brown, Living room, Natural, New, Sheesham wood, Sofa",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,10925.00,16500.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/LifestyleViewSheeshamWoodSingleSeaterSofa_NaturalBrown.png?v=1789125161,1,"",false,,,,B08L1DBT63,,Natural Brown Finish,,,, 86 kg , 55 Centimetres ,,,,,Sheesham Wood, 76D x 78W x 55H Centimeters , 1 , 76 Centimeters , 16 Inches ,Modern,, Sofa Bed ,, 40 Kilograms ," Inner Dimensions: Single Seater : Length 21 inch x Depth 24 inch, Outer Dimensions (When assembled): Single Seater : Length 29 inch x Depth 30 inch, Seating Height : 16 inch ",,padded,,natural-brown,,,,upholstered-padded,,,,,lacquered-varnished,,,,,,kg,,,active
sheesham-wood-single-seater-sofa-natural-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/710Ml-CG26L._SL1500.jpg?v=1789125204,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-single-seater-sofa-natural-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61--knCF5rL._SL1500.jpg?v=1789125205,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-one-seater-sofa-brown-with-cushion,Solid Sheesham Wood One Seater Sofa – Brown with Cushion,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Dimensions: Length (30 Inch) x Width (31 Inch) x Height (31 Inch) </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Primary Material: Sheesham Wood, Colour: Brown Finish, Style: Contemporary, Seating Capacity: 1 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Product Requires Basic Self Assembly At Customers End And Comes With Self Assembly Instructions Along With Necessary Accessories. Also can book a Free of Cost Assembly service by using the link </span></li>
</ul>",Dew's Furniture,"Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Armchairs","","1 Seater Sofa, brown, Living room, New, Sheesham wood, Sofa",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,9999.00,19565.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Lifestyle.png?v=1789125920,1,"",false,,,,B08L1D4TZ7,,Brown,,,, 25 kg , 25 Inches ,,,,,Sheesham Wood, 78.7D x 76.2W x 78.7H Centimeters , 1 , 78 Centimeters , 78 Centimetres ,Modern,, Sofa Bed ,, 40 Kilograms ," Product Dimensions: Length (30 Inch) x Width (31 Inch) x Height (31 Inch) Primary Material: Sheesham Wood, Colour: Brown Finish, Style: Contemporary, Seating Capacity: 1 Seater ",,,,,,,,,,,,,,,,,,,kg,,,active
solid-sheesham-wood-one-seater-sofa-brown-with-cushion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/81tsLYWO6vL._SL1500.jpg?v=1789125775,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-one-seater-sofa-brown-with-cushion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61ERcsBeY8L._SL1020.jpg?v=1789125775,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-one-seater-sofa-brown-with-cushion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71BDvEWCdiL._SL1500.jpg?v=1789125775,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-one-seater-sofa-brown-with-cushion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71QnkKBeocL._SL1500.jpg?v=1789125775,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-one-seater-sofa-brown-with-cushion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71eeRiAWBeL._SL1500.jpg?v=1789125775,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-sheesham-wood-one-seater-sofa-brown-with-cushion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/71x39GJIb3L._SL1500.jpg?v=1789125775,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-two-seater-sofa-walnut-finish-with-cushions,Sheesham Wood Two Seater Sofa – Walnut Finish with Cushions,"<h4 class=""a-size-base-plus a-text-bold"">About this item</h4>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item""> Product Dimensions: Length 54 Inch x Width 31 Inch x Height 36 Inch </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Primary Material: Sheesham Wood, Colour: Walnut Finish, Style: Contemporary, Seating Capacity: 2 Seater </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: The product comes with 10 Days Replacement and 12 Months warranty against any Damaged and Manufacturing Defects. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Sofa is a great addition to any home. With Luxury seats and a beautifully finished wood frame, you can't go wrong with this Sofa for living room. </span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""> The Product Requires Basic Self Assembly At Customers End And Comes With Self Assembly Instructions Along With Necessary Accessories. Also can book a Free of Cost Assembly service by using the link </span></li>
</ul>",Dew's Furniture,Furniture > Sofas > Loveseat Sofas,"","2 Seater Sofa, Living room, New, Sheesham wood, Sofa, walnut",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,12609.00,18918.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/Sheesham.png?v=1789126942,1,"",false,,,,B08L1BN6C7,, Walnut Finish ,,Yes,, 40 kg,,,,,,Sheesham Wood, 78.7D x 137.2W x 91.4H Centimeters , 2.00 ,,, Modern ,," Sofa Bed , Living Room",,," Product Dimensions: Length 54 Inch x Width 31 Inch x Height 36 Inch Primary Material: Sheesham Wood, Colour: Walnut Finish, Style: Contemporary, Seating Capacity: 2 Seater ",,,,,,,,,,,,,,,,,,,kg,,,active
sheesham-wood-two-seater-sofa-walnut-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61L4qNdUoAL._SL1500.jpg?v=1789126996,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-two-seater-sofa-walnut-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61KT3UtGO5L._SL1500.jpg?v=1789126996,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sheesham-wood-two-seater-sofa-walnut-finish-with-cushions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/1027/3760/8885/files/61IAOqIe7sL._SL1500.jpg?v=1789126996,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
